1,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
1,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
1,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0

2,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
2,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
2,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
2,GO_BLOCKS, 1 , -1 , 1 , 0 , 85    , 13   , 0  , 2  , 8.5, 1  , 0.8,0.8,0
2,GO_BLOCKS, 1 , 1  , 1 , 0 , 90    , 13   , 0  , 2  , 8.5, 1  , 0.8,0.8,0

3,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
3,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
3,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
3,GO_BLOCKS, 1 , 1  , 0 , 0 , 72.5  , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
3,GO_BLOCKS, 1 , 1  , 0 , 0 , 102.5 , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
3,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 16.5 , 0  , 2  , 32 , 1  , 0.8,0.8,0

4,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 1  , 0 , 0 , 97.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 1  , 0 , 0 , 107.5 , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 0  , 1 , 0 , 102.5 , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 1  , 0 , 0 , 72.5  , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 1  , 0 , 0 , 117.5 , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
4,GO_BLOCKS, 1 , 0  , 1 , 0 , 95    , 15.5 , 0  , 2  , 44 , 1  , 0.8,0.8,0

5,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 1  , 0 , 0 , 97.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 1  , 0 , 0 , 107.5 , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 0  , 1 , 0 , 102.5 , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 1  , 0 , 0 , 72.5  , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 1  , 0 , 0 , 117.5 , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 ,-0.5, 1 , 0 , 83.7  , 21.5 , 0  , 2  , 26 , 1  , 0.8,0.8,0
5,GO_BLOCKS, 1 , 0.5, 1 , 0 , 106.3 , 21.5 , 0  , 2  , 26 , 1  , 0.8,0.8,0

6,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 1  , 0 , 0 , 97.5  , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 1  , 0 , 0 , 107.5 , 6.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 0  , 1 , 0 , 102.5 , 9.5  , 0  , 2  , 8  , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 1  , 0 , 0 , 72.5  , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 1  , 0 , 0 , 117.5 , 9.5  , 0  , 2  , 14 , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 1  , 1 , 0 , 117.5 , 19.5 , 0  , 2  , 14 , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , -1 , 1 , 0 , 72.5  , 19.5 , 0  , 2  , 14 , 1  , 0.8,0.8,0
6,GO_BLOCKS, 1 , 0  , 1 , 0 , 95    , 24.5 , 0  , 2  , 35 , 1  , 0.8,0.8,0

7,GO_BLOCKS, 1 , 1  , 0 , 0 , 82.5  , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
7,GO_BLOCKS, 1 , 1  , 0 , 0 , 92.5  , 11.7 , 0  , 2  , 18 , 1  , 0.8,0.8,0
7,GO_BLOCKS, 1 , 0  , 1 , 0 , 87.5  , 19.7 , 0  , 2  , 8  , 1  , 0.8,0.8,0
7,GO_BLOCKS, 1 , 1  , 0 , 0 , 97.5  , 17   , 0  , 2  ,28.5, 1  , 0.8,0.8,0
